Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z2.4.F.06,2017,BOTH,42.259,30.0,109646.34608,7.76,1.66,29.394
Z2.4.F.06,2017,FEMALE,27.994,12.0,55284.844494,8.11,0.81,21.429
Z2.4.F.06,2017,MALE,63.081,18.0,54361.501582,15.03,1.56,39.596
Z2.4.F.06,2018,BOTH,39.541,31.0,111696.64675,7.28,1.47,28.824
Z2.4.F.06,2018,FEMALE,28.124,12.0,56449.16288,8.21,0.94,20.429
Z2.4.F.06,2018,MALE,54.285,19.0,55247.483868,13.1,1.16,39.03
Z2.4.F.06,2019,BOTH,30.584,27.0,114355.74586,5.96,0.24,29.181
Z2.4.F.06,2019,FEMALE,33.412,16.0,57906.41137,8.42,1.37,21.923
Z2.4.F.06,2019,MALE,28.827,11.0,56449.334493,8.96,-1.04,38.16
Z2.4.F.06,2020,BOTH,30.271,27.0,116726.40978,5.92,0.6,26.747
Z2.4.F.06,2020,FEMALE,15.689,8.0,59201.423084,5.62,-0.33,17.548
Z2.4.F.06,2020,MALE,49.18,19.0,57524.986697,11.63,0.97,37.939
Z2.5.A.01,2004,BOTH,12.992,2.0,23466.856882,9.19,-1.21,24.141
Z2.5.A.01,2004,FEMALE,0.0,0.0,11496.219255,17.39,-1.0,17.354
Z2.5.A.01,2004,MALE,24.14,2.0,11970.637627,17.07,-0.57,33.816
Z2.5.A.01,2005,BOTH,36.264,5.0,25632.949595,18.65,0.61,24.936
Z2.5.A.01,2005,FEMALE,14.648,1.0,12626.792831,14.65,-0.15,16.865
Z2.5.A.01,2005,MALE,72.285,4.0,13006.156763,47.13,0.78,35.595
Z2.5.A.01,2006,BOTH,20.915,3.0,28112.349986,12.85,-0.26,24.209
Z2.5.A.01,2006,FEMALE,8.534,1.0,13815.957385,8.53,-1.22,18.961
Z2.5.A.01,2006,MALE,34.823,2.0,14296.392601,25.41,0.13,31.565
Z2.5.A.01,2007,BOTH,26.016,4.0,30232.780124,15.26,0.09,24.627
Z2.5.A.01,2007,FEMALE,12.885,1.0,14832.965302,12.89,-0.42,18.289
Z2.5.A.01,2007,MALE,53.26,3.0,15399.814822,41.21,0.49,33.082
Z2.5.A.01,2008,BOTH,20.173,3.0,32262.422042,13.01,-0.16,22.229
Z2.5.A.01,2008,FEMALE,8.518,1.0,15839.947849,8.52,-0.86,15.812
Z2.5.A.01,2008,MALE,41.077,2.0,16422.474193,33.3,0.31,30.599
Z2.5.A.01,2009,BOTH,13.774,3.0,34046.935255,8.25,-1.39,25.195
Z2.5.A.01,2009,FEMALE,16.826,2.0,16722.142729,12.5,-0.16,18.837
Z2.5.A.01,2009,MALE,10.806,1.0,17324.792526,10.81,-2.11,33.61
Z2.5.A.01,2010,BOTH,23.651,5.0,35520.510518,10.67,-0.15,25.232
Z2.5.A.01,2010,FEMALE,31.66,3.0,17472.940087,18.28,0.78,17.428
Z2.5.A.01,2010,MALE,16.569,2.0,18047.570432,11.87,-1.58,35.286
Z2.5.A.01,2011,BOTH,30.319,8.0,36814.658263,11.31,0.43,25.488
Z2.5.A.01,2011,FEMALE,31.986,4.0,18170.743801,16.94,0.79,18.587
Z2.5.A.01,2011,MALE,27.297,4.0,18643.914462,13.85,-0.49,34.139
Z2.5.A.01,2012,BOTH,13.245,4.0,37808.809142,6.96,-1.57,24.154
Z2.5.A.01,2012,FEMALE,6.244,1.0,18613.855592,6.24,-1.87,17.935
Z2.5.A.01,2012,MALE,19.776,3.0,19194.95355,12.08,-1.01,31.937
Z2.5.A.01,2013,BOTH,20.467,6.0,39187.473421,8.64,-0.29,23.005
Z2.5.A.01,2013,FEMALE,7.109,1.0,19329.469407,7.11,-1.35,16.695
Z2.5.A.01,2013,MALE,33.824,5.0,19858.004014,15.81,0.18,30.956
Z2.5.A.01,2014,BOTH,45.522,13.0,40463.286108,13.11,1.66,23.783
Z2.5.A.01,2014,FEMALE,23.942,3.0,20069.807107,14.12,0.48,17.13
Z2.5.A.01,2014,MALE,71.555,10.0,20393.479002,24.4,1.61,32.318
Z2.5.A.01,2015,BOTH,16.745,4.0,41326.991134,8.58,-0.94,24.775
Z2.5.A.01,2015,FEMALE,14.149,2.0,20570.405623,10.41,-0.36,17.915
Z2.5.A.01,2015,MALE,23.145,2.0,20756.585511,16.64,-0.61,33.338
Z2.5.A.01,2016,BOTH,29.004,10.0,41895.952522,9.5,-0.07,29.627
Z2.5.A.01,2016,FEMALE,28.702,4.0,20950.375719,14.64,0.52,21.156
Z2.5.A.01,2016,MALE,29.296,6.0,20945.576802,11.98,-0.93,40.467
Z2.5.A.01,2017,BOTH,41.906,15.0,43610.298591,11.36,1.1,29.394
Z2.5.A.01,2017,FEMALE,31.291,6.0,21835.384259,13.07,0.75,21.429
Z2.5.A.01,2017,MALE,52.874,9.0,21774.914331,19.1,0.7,39.596
Z2.5.A.01,2018,BOTH,23.657,9.0,44436.826351,8.09,-0.64,28.824
Z2.5.A.01,2018,FEMALE,6.708,1.0,22259.208092,6.71,-2.05,20.429
Z2.5.A.01,2018,MALE,39.013,8.0,22177.618259,13.87,0.0,39.03
Z2.5.A.01,2019,BOTH,38.183,15.0,44995.504301,10.23,0.88,29.181
Z2.5.A.01,2019,FEMALE,51.102,11.0,22482.550982,15.79,1.85,21.923
Z2.5.A.01,2019,MALE,25.822,4.0,22512.953319,13.27,-0.93,38.16
Z2.5.A.01,2020,BOTH,27.8,12.0,45958.911939,8.33,0.13,26.747
Z2.5.A.01,2020,FEMALE,14.76,4.0,22976.419307,7.44,-0.37,17.548
Z2.5.A.01,2020,MALE,42.908,8.0,22982.492632,15.91,0.31,37.939
Z2.5.B.02,2004,BOTH,33.503,2.0,6852.5296124,23.69,0.4,24.141
Z2.5.B.02,2004,FEMALE,38.736,1.0,3387.1365491,38.74,0.55,17.354
Z2.5.B.02,2004,MALE,29.516,1.0,3465.3930633,29.52,-0.15,33.816
Z2.5.B.02,2005,BOTH,39.845,2.0,6965.9278773,28.17,0.53,24.936
Z2.5.B.02,2005,FEMALE,76.215,2.0,3452.5431771,53.89,1.1,16.865
Z2.5.B.02,2005,MALE,0.0,0.0,3513.3847002,56.86,-0.63,35.595
Z2.5.B.02,2006,BOTH,0.0,0.0,7170.3239731,27.88,-0.87,24.209
Z2.5.B.02,2006,FEMALE,0.0,0.0,3535.7279358,56.5,-0.34,18.961
Z2.5.B.02,2006,MALE,0.0,0.0,3634.5960372,54.97,-0.57,31.565
Z2.5.B.02,2007,BOTH,28.846,2.0,7418.5089763,20.4,0.21,24.627
Z2.5.B.02,2007,FEMALE,57.141,2.0,3659.5009832,40.41,0.96,18.289
Z2.5.B.02,2007,MALE,0.0,0.0,3759.0079931,53.15,-0.62,33.082
Z2.5.B.02,2008,BOTH,16.326,1.0,7646.357781,16.33,-0.36,22.229
Z2.5.B.02,2008,FEMALE,23.365,1.0,3778.0800689,23.37,0.32,15.812
Z2.5.B.02,2008,MALE,0.0,0.0,3868.2777121,51.65,-0.59,30.599
Z2.5.B.02,2009,BOTH,0.0,0.0,7818.667298,25.57,-0.99,25.195
Z2.5.B.02,2009,FEMALE,0.0,0.0,3868.2578341,51.65,-0.36,18.837
Z2.5.B.02,2009,MALE,0.0,0.0,3950.4094639,50.58,-0.66,33.61
Z2.5.B.02,2010,BOTH,16.446,1.0,7869.948198,16.45,-0.53,25.232
Z2.5.B.02,2010,FEMALE,31.878,1.0,3865.7221697,31.88,0.45,17.428
Z2.5.B.02,2010,MALE,0.0,0.0,4004.2260282,49.9,-0.71,35.286
Z2.5.B.02,2011,BOTH,17.204,1.0,8006.9163303,17.2,-0.48,25.488
Z2.5.B.02,2011,FEMALE,0.0,0.0,3952.4098411,50.55,-0.37,18.587
Z2.5.B.02,2011,MALE,36.835,1.0,4054.5064892,36.83,0.07,34.139
Z2.5.B.02,2012,BOTH,0.0,0.0,8188.4599713,24.41,-0.99,24.154
Z2.5.B.02,2012,FEMALE,0.0,0.0,4072.830596,49.06,-0.37,17.935
Z2.5.B.02,2012,MALE,0.0,0.0,4115.6293753,48.55,-0.66,31.937
Z2.5.B.02,2013,BOTH,10.419,1.0,8247.4974642,10.42,-1.21,23.005
Z2.5.B.02,2013,FEMALE,0.0,0.0,4112.4968321,48.59,-0.34,16.695
Z2.5.B.02,2013,MALE,20.618,1.0,4135.0006321,20.62,-0.5,30.956
Z2.5.B.02,2014,BOTH,20.65,2.0,8310.8023654,14.64,-0.21,23.783
Z2.5.B.02,2014,FEMALE,18.828,1.0,4140.9376686,18.83,0.09,17.13
Z2.5.B.02,2014,MALE,23.035,1.0,4169.8646968,23.04,-0.4,32.318
Z2.5.B.02,2015,BOTH,24.652,2.0,8514.8182374,18.44,-0.01,24.775
Z2.5.B.02,2015,FEMALE,46.145,2.0,4260.6656796,34.05,0.83,17.915
Z2.5.B.02,2015,MALE,0.0,0.0,4254.1525577,46.97,-0.71,33.338
Z2.5.B.02,2016,BOTH,9.974,1.0,8597.0342549,9.97,-1.97,29.627
Z2.5.B.02,2016,FEMALE,0.0,0.0,4285.3071568,46.63,-0.45,21.156
Z2.5.B.02,2016,MALE,19.604,1.0,4311.7270981,19.6,-1.06,40.467
Z2.5.B.02,2017,BOTH,30.511,4.0,8741.3052216,15.3,0.07,29.394
Z2.5.B.02,2017,FEMALE,30.636,2.0,4369.2245134,21.71,0.42,21.429
Z2.5.B.02,2017,MALE,31.401,2.0,4372.0807082,22.36,-0.37,39.596
Z2.5.B.02,2018,BOTH,18.89,2.0,8825.6029299,13.7,-0.73,28.824
Z2.5.B.02,2018,FEMALE,0.0,0.0,4411.8736385,45.29,-0.45,20.429
Z2.5.B.02,2018,MALE,40.576,2.0,4413.7292913,29.9,0.05,39.03
Z2.5.B.02,2019,BOTH,0.0,0.0,8788.8379326,22.75,-1.28,29.181
Z2.5.B.02,2019,FEMALE,0.0,0.0,4410.7831403,45.3,-0.48,21.923
Z2.5.B.02,2019,MALE,0.0,0.0,4378.0547923,45.64,-0.84,38.16
Z2.5.B.02,2020,BOTH,31.948,4.0,8750.1611383,16.15,0.32,26.747
Z2.5.B.02,2020,FEMALE,12.362,1.0,4388.4320547,12.36,-0.42,17.548
Z2.5.B.02,2020,MALE,53.14,3.0,4361.7290836,30.86,0.49,37.939
Z2.5.B.03,2004,BOTH,5.125,1.0,18614.171317,5.13,-3.71,24.141
Z2.5.B.03,2004,FEMALE,0.0,0.0,9293.7891122,21.51,-0.81,17.354
Z2.5.B.03,2004,MALE,10.04,1.0,9320.3822051,10.04,-2.37,33.816
Z2.5.B.03,2005,BOTH,40.294,8.0,18964.754555,14.34,1.07,24.936
Z2.5.B.03,2005,FEMALE,19.049,2.0,9449.7382426,13.47,0.16,16.865
Z2.5.B.03,2005,MALE,68.299,6.0,9515.0163123,29.24,1.12,35.595
Z2.5.B.03,2006,BOTH,15.104,3.0,19523.88377,8.76,-1.04,24.209
Z2.5.B.03,2006,FEMALE,8.647,1.0,9724.6783068,8.65,-1.19,18.961
Z2.5.B.03,2006,MALE,21.963,2.0,9799.2054629,15.53,-0.62,31.565
Z2.5.B.03,2007,BOTH,23.826,5.0,20060.511936,10.67,-0.08,24.627
Z2.5.B.03,2007,FEMALE,27.393,3.0,10003.596012,15.82,0.58,18.289
Z2.5.B.03,2007,MALE,19.41,2.0,10056.915924,13.74,-1.0,33.082
Z2.5.B.03,2008,BOTH,8.917,2.0,20818.134797,6.31,-2.11,22.229
Z2.5.B.03,2008,FEMALE,0.0,0.0,10312.963451,19.39,-0.82,15.812
Z2.5.B.03,2008,MALE,18.031,2.0,10505.171347,12.77,-0.98,30.599
Z2.5.B.03,2009,BOTH,8.003,2.0,21171.839473,5.66,-3.04,25.195
Z2.5.B.03,2009,FEMALE,0.0,0.0,10464.529671,19.1,-0.99,18.837
Z2.5.B.03,2009,MALE,16.232,2.0,10707.309803,11.48,-1.51,33.61
Z2.5.B.03,2010,BOTH,8.152,2.0,21553.975755,5.78,-2.95,25.232
Z2.5.B.03,2010,FEMALE,0.0,0.0,10650.436648,18.77,-0.93,17.428
Z2.5.B.03,2010,MALE,16.727,2.0,10903.539107,11.87,-1.56,35.286
Z2.5.B.03,2011,BOTH,34.828,8.0,21763.890432,12.36,0.76,25.488
Z2.5.B.03,2011,FEMALE,23.656,3.0,10751.667772,13.69,0.37,18.587
Z2.5.B.03,2011,MALE,45.24,5.0,11012.222659,20.29,0.55,34.139
Z2.5.B.03,2012,BOTH,28.984,7.0,22244.870909,11.07,0.44,24.154
Z2.5.B.03,2012,FEMALE,7.03,1.0,11024.787452,7.03,-1.55,17.935
Z2.5.B.03,2012,MALE,54.143,6.0,11220.083456,22.66,0.98,31.937
Z2.5.B.03,2013,BOTH,10.601,3.0,22780.065347,6.13,-2.02,23.005
Z2.5.B.03,2013,FEMALE,0.0,0.0,11271.208773,17.74,-0.94,16.695
Z2.5.B.03,2013,MALE,21.334,3.0,11508.856574,12.34,-0.78,30.956
Z2.5.B.03,2014,BOTH,7.042,2.0,22347.131032,5.02,-3.34,23.783
Z2.5.B.03,2014,FEMALE,7.93,1.0,11052.241386,7.93,-1.16,17.13
Z2.5.B.03,2014,MALE,6.196,1.0,11294.889647,6.2,-4.22,32.318
Z2.5.B.03,2015,BOTH,36.989,10.0,22513.874889,11.85,1.03,24.775
Z2.5.B.03,2015,FEMALE,26.168,4.0,11157.74186,13.24,0.62,17.915
Z2.5.B.03,2015,MALE,49.88,6.0,11356.133029,20.75,0.8,33.338
Z2.5.B.03,2016,BOTH,14.548,4.0,22784.929145,7.34,-2.06,29.627
Z2.5.B.03,2016,FEMALE,5.784,1.0,11350.103281,5.78,-2.66,21.156
Z2.5.B.03,2016,MALE,24.983,3.0,11434.825865,14.63,-1.06,40.467
Z2.5.B.03,2017,BOTH,24.898,7.0,23124.462083,9.47,-0.48,29.394
Z2.5.B.03,2017,FEMALE,12.717,2.0,11603.94372,8.99,-0.97,21.429
Z2.5.B.03,2017,MALE,40.319,5.0,11520.518363,18.36,0.04,39.596
Z2.5.B.03,2018,BOTH,18.347,6.0,23295.029561,7.59,-1.38,28.824
Z2.5.B.03,2018,FEMALE,12.767,2.0,11707.280428,9.07,-0.84,20.429
Z2.5.B.03,2018,MALE,24.272,4.0,11587.749133,12.35,-1.19,39.03
Z2.5.B.03,2019,BOTH,28.341,9.0,23361.258979,9.58,-0.09,29.181
Z2.5.B.03,2019,FEMALE,29.121,5.0,11805.555005,13.14,0.55,21.923
Z2.5.B.03,2019,MALE,25.941,4.0,11555.703974,13.18,-0.93,38.16
Z2.5.B.03,2020,BOTH,24.698,8.0,23686.661693,8.82,-0.23,26.747
Z2.5.B.03,2020,FEMALE,12.598,2.0,11955.127166,8.93,-0.55,17.548
Z2.5.B.03,2020,MALE,37.049,6.0,11731.534527,15.29,-0.06,37.939
Z2.5.C.04,2004,BOTH,10.813,1.0,6038.574024,10.81,-1.23,24.141
Z2.5.C.04,2004,FEMALE,20.483,1.0,3024.5603947,20.48,0.15,17.354
Z2.5.C.04,2004,MALE,0.0,0.0,3014.0136293,66.27,-0.51,33.816
Z2.5.C.04,2005,BOTH,35.562,3.0,6010.345007,20.56,0.52,24.936
Z2.5.C.04,2005,FEMALE,23.902,1.0,3015.5987061,23.9,0.29,16.865
Z2.5.C.04,2005,MALE,71.643,2.0,2994.7463009,51.39,0.7,35.595
Z2.5.C.04,2006,BOTH,11.172,1.0,6114.7735005,11.17,-1.17,24.209
Z2.5.C.04,2006,FEMALE,0.0,0.0,3052.9638083,65.42,-0.29,18.961
Z2.5.C.04,2006,MALE,21.956,1.0,3061.8096921,21.96,-0.44,31.565
Z2.5.C.04,2007,BOTH,60.072,5.0,6188.1411807,27.12,1.31,24.627
Z2.5.C.04,2007,FEMALE,28.475,1.0,3076.7691465,28.47,0.36,18.289
Z2.5.C.04,2007,MALE,94.722,4.0,3111.3720341,47.69,1.29,33.082
Z2.5.C.04,2008,BOTH,21.182,2.0,6228.4802285,14.98,-0.07,22.229
Z2.5.C.04,2008,FEMALE,0.0,0.0,3091.9410322,64.6,-0.24,15.812
Z2.5.C.04,2008,MALE,42.712,2.0,3136.5391964,30.22,0.4,30.599
Z2.5.C.04,2009,BOTH,21.085,2.0,6312.728457,14.93,-0.28,25.195
Z2.5.C.04,2009,FEMALE,43.08,2.0,3111.2665702,30.5,0.79,18.837
Z2.5.C.04,2009,MALE,0.0,0.0,3201.4618868,62.39,-0.54,33.61
Z2.5.C.04,2010,BOTH,51.701,5.0,6270.74154,23.14,1.14,25.232
Z2.5.C.04,2010,FEMALE,32.715,2.0,3117.4996007,23.29,0.66,17.428
Z2.5.C.04,2010,MALE,80.159,3.0,3153.2419393,47.89,0.94,35.286
Z2.5.C.04,2011,BOTH,64.39,6.0,6333.4432038,26.45,1.47,25.488
Z2.5.C.04,2011,FEMALE,57.711,3.0,3151.105429,33.67,1.16,18.587
Z2.5.C.04,2011,MALE,67.553,3.0,3182.3377748,39.63,0.84,34.139
Z2.5.C.04,2012,BOTH,40.071,4.0,6314.9264381,20.1,0.79,24.154
Z2.5.C.04,2012,FEMALE,0.0,0.0,3146.955475,63.47,-0.28,17.935
Z2.5.C.04,2012,MALE,81.943,4.0,3167.9709632,41.21,1.21,31.937
Z2.5.C.04,2013,BOTH,10.034,1.0,6338.3255424,10.03,-1.29,23.005
Z2.5.C.04,2013,FEMALE,0.0,0.0,3155.9974177,63.29,-0.26,16.695
Z2.5.C.04,2013,MALE,20.214,1.0,3182.3281247,20.21,-0.53,30.956
Z2.5.C.04,2014,BOTH,9.573,1.0,6418.031009,9.57,-1.48,23.783
Z2.5.C.04,2014,FEMALE,0.0,0.0,3167.9870333,63.05,-0.27,17.13
Z2.5.C.04,2014,MALE,20.714,1.0,3250.0439757,20.71,-0.56,32.318
Z2.5.C.04,2015,BOTH,19.315,2.0,6348.3025092,13.69,-0.4,24.775
Z2.5.C.04,2015,FEMALE,19.26,1.0,3140.0564985,19.26,0.07,17.915
Z2.5.C.04,2015,MALE,18.695,1.0,3208.2460107,18.7,-0.78,33.338
Z2.5.C.04,2016,BOTH,8.283,1.0,6409.5625004,8.28,-2.58,29.627
Z2.5.C.04,2016,FEMALE,0.0,0.0,3174.5686364,62.92,-0.34,21.156
Z2.5.C.04,2016,MALE,17.255,1.0,3234.993864,17.26,-1.35,40.467
Z2.5.C.04,2017,BOTH,9.563,1.0,6348.7532517,9.56,-2.07,29.394
Z2.5.C.04,2017,FEMALE,0.0,0.0,3167.846283,63.05,-0.34,21.429
Z2.5.C.04,2017,MALE,21.438,1.0,3180.9069687,21.44,-0.85,39.596
Z2.5.C.04,2018,BOTH,16.492,2.0,6288.5561752,11.67,-1.06,28.824
Z2.5.C.04,2018,FEMALE,31.172,2.0,3135.7880566,22.08,0.49,20.429
Z2.5.C.04,2018,MALE,0.0,0.0,3152.7681186,63.36,-0.62,39.03
Z2.5.C.04,2019,BOTH,18.344,2.0,6250.5220256,12.97,-0.84,29.181
Z2.5.C.04,2019,FEMALE,32.631,2.0,3107.289437,23.07,0.46,21.923
Z2.5.C.04,2019,MALE,0.0,0.0,3143.2325886,63.55,-0.6,38.16
Z2.5.C.04,2020,BOTH,28.058,2.0,6230.1786208,19.84,0.07,26.747
Z2.5.C.04,2020,FEMALE,0.0,0.0,3104.4448636,64.34,-0.27,17.548
Z2.5.C.04,2020,MALE,55.282,2.0,3125.7337573,39.09,0.44,37.939
Z2.5.C.05,2004,BOTH,41.18,3.0,6440.4345317,23.85,0.71,24.141
Z2.5.C.05,2004,FEMALE,30.75,1.0,3202.2949542,30.75,0.44,17.354
Z2.5.C.05,2004,MALE,57.623,2.0,3238.1395775,41.15,0.58,33.816
Z2.5.C.05,2005,BOTH,26.476,2.0,6503.4679676,18.72,0.08,24.936
Z2.5.C.05,2005,FEMALE,0.0,0.0,3214.0686828,62.15,-0.27,16.865
Z2.5.C.05,2005,MALE,64.498,2.0,3289.3992849,45.62,0.63,35.595
Z2.5.C.05,2006,BOTH,38.345,3.0,6597.181017,22.14,0.64,24.209
Z2.5.C.05,2006,FEMALE,0.0,0.0,3232.4746798,61.8,-0.31,18.961
Z2.5.C.05,2006,MALE,87.241,3.0,3364.7063372,50.63,1.1,31.565
Z2.5.C.05,2007,BOTH,39.291,3.0,6647.1872078,22.69,0.65,24.627
Z2.5.C.05,2007,FEMALE,23.25,1.0,3263.5211316,23.25,0.21,18.289
Z2.5.C.05,2007,MALE,57.684,2.0,3383.6660762,40.8,0.6,33.082
Z2.5.C.05,2008,BOTH,28.464,2.0,6720.5328889,20.13,0.31,22.229
Z2.5.C.05,2008,FEMALE,31.661,1.0,3307.7380569,31.66,0.5,15.812
Z2.5.C.05,2008,MALE,29.221,1.0,3412.7948321,29.22,-0.05,30.599
Z2.5.C.05,2009,BOTH,26.806,2.0,6779.96629,18.97,0.08,25.195
Z2.5.C.05,2009,FEMALE,48.823,2.0,3347.925142,34.93,0.86,18.837
Z2.5.C.05,2009,MALE,0.0,0.0,3432.041148,58.21,-0.58,33.61
Z2.5.C.05,2010,BOTH,12.71,1.0,6728.7256887,12.71,-0.99,25.232
Z2.5.C.05,2010,FEMALE,26.36,1.0,3318.7713192,26.36,0.34,17.428
Z2.5.C.05,2010,MALE,0.0,0.0,3409.9543695,58.58,-0.6,35.286
Z2.5.C.05,2011,BOTH,14.364,1.0,6724.8053332,14.36,-0.77,25.488
Z2.5.C.05,2011,FEMALE,0.0,0.0,3333.9906846,59.92,-0.31,18.587
Z2.5.C.05,2011,MALE,27.767,1.0,3390.8146486,27.77,-0.23,34.139
Z2.5.C.05,2012,BOTH,29.676,2.0,6708.6992978,21.02,0.26,24.154
Z2.5.C.05,2012,FEMALE,0.0,0.0,3307.7387787,60.39,-0.3,17.935
Z2.5.C.05,2012,MALE,58.56,2.0,3400.9605191,41.47,0.64,31.937
Z2.5.C.05,2013,BOTH,14.409,1.0,6669.4189233,14.41,-0.6,23.005
Z2.5.C.05,2013,FEMALE,0.0,0.0,3294.2825696,60.64,-0.28,16.695
Z2.5.C.05,2013,MALE,31.549,1.0,3375.1363537,31.55,0.02,30.956
Z2.5.C.05,2014,BOTH,12.781,1.0,6599.3660463,12.78,-0.86,23.783
Z2.5.C.05,2014,FEMALE,25.789,1.0,3269.1715935,25.79,0.34,17.13
Z2.5.C.05,2014,MALE,0.0,0.0,3330.1944528,59.98,-0.54,32.318
Z2.5.C.05,2015,BOTH,0.0,0.0,6698.5693272,29.84,-0.83,24.775
Z2.5.C.05,2015,FEMALE,0.0,0.0,3338.686188,59.83,-0.3,17.915
Z2.5.C.05,2015,MALE,0.0,0.0,3359.8831393,59.46,-0.56,33.338
Z2.5.C.05,2016,BOTH,79.014,7.0,6728.9918851,30.27,1.63,29.627
Z2.5.C.05,2016,FEMALE,140.663,6.0,3369.7371726,58.17,2.05,21.156
Z2.5.C.05,2016,MALE,18.262,1.0,3359.2547125,18.26,-1.22,40.467
Z2.5.C.05,2017,BOTH,19.635,2.0,6750.7535133,13.93,-0.7,29.394
Z2.5.C.05,2017,FEMALE,17.67,1.0,3399.8312876,17.67,-0.21,21.429
Z2.5.C.05,2017,MALE,20.032,1.0,3350.9222256,20.03,-0.98,39.596
Z2.5.C.05,2018,BOTH,63.983,6.0,6772.2704744,27.08,1.3,28.824
Z2.5.C.05,2018,FEMALE,44.191,2.0,3414.0292136,32.64,0.73,20.429
Z2.5.C.05,2018,MALE,81.918,4.0,3358.2412608,42.42,1.01,39.03
Z2.5.C.05,2019,BOTH,0.0,0.0,6752.3648783,29.6,-0.99,29.181
Z2.5.C.05,2019,FEMALE,0.0,0.0,3385.2500946,59.01,-0.37,21.923
Z2.5.C.05,2019,MALE,0.0,0.0,3367.1147837,59.33,-0.64,38.16
Z2.5.C.05,2020,BOTH,25.212,3.0,6752.0831877,14.56,-0.11,26.747
Z2.5.C.05,2020,FEMALE,17.972,1.0,3378.5913877,17.97,0.02,17.548
Z2.5.C.05,2020,MALE,31.572,2.0,3373.4918,22.32,-0.29,37.939
Z2.6.A.01,2004,BOTH,25.882,4.0,29539.750581,13.86,0.13,24.141
Z2.6.A.01,2004,FEMALE,16.638,1.0,14415.354996,16.64,-0.04,17.354
Z2.6.A.01,2004,MALE,37.096,3.0,15124.395585,24.03,0.14,33.816
Z2.6.A.01,2005,BOTH,50.215,7.0,31822.572577,20.31,1.24,24.936
Z2.6.A.01,2005,FEMALE,13.048,2.0,15529.645277,9.3,-0.41,16.865
Z2.6.A.01,2005,MALE,107.614,5.0,16292.9273,50.49,1.43,35.595
Z2.6.A.01,2006,BOTH,54.369,7.0,33859.58925,20.69,1.46,24.209
Z2.6.A.01,2006,FEMALE,43.536,3.0,16525.667884,25.16,0.98,18.961
Z2.6.A.01,2006,MALE,66.855,4.0,17333.921366,34.45,1.02,31.565
Z2.6.A.01,2007,BOTH,31.162,4.0,36061.572963,16.26,0.4,24.627
Z2.6.A.01,2007,FEMALE,41.056,3.0,17564.911006,23.84,0.95,18.289
Z2.6.A.01,2007,MALE,10.383,1.0,18496.661957,10.38,-2.19,33.082
Z2.6.A.01,2008,BOTH,22.553,3.0,39041.038364,13.05,0.02,22.229
Z2.6.A.01,2008,FEMALE,0.0,0.0,19088.820222,10.48,-1.51,15.812
Z2.6.A.01,2008,MALE,62.282,3.0,19952.218142,36.66,0.86,30.599
Z2.6.A.01,2009,BOTH,23.351,5.0,41872.004694,11.55,-0.16,25.195
Z2.6.A.01,2009,FEMALE,13.876,2.0,20556.247993,10.99,-0.45,18.837
Z2.6.A.01,2009,MALE,29.289,3.0,21315.756701,18.07,-0.24,33.61
Z2.6.A.01,2010,BOTH,21.604,4.0,44200.241937,11.29,-0.32,25.232
Z2.6.A.01,2010,FEMALE,10.94,1.0,21801.837557,10.94,-0.59,17.428
Z2.6.A.01,2010,MALE,30.936,3.0,22398.40438,18.93,-0.23,35.286
Z2.6.A.01,2011,BOTH,5.914,1.0,46514.893799,5.91,-3.31,25.488
Z2.6.A.01,2011,FEMALE,11.137,1.0,22941.377575,11.14,-0.67,18.587
Z2.6.A.01,2011,MALE,0.0,0.0,23573.516224,8.48,-4.02,34.139
Z2.6.A.01,2012,BOTH,13.043,3.0,48830.867567,7.91,-1.4,24.154
Z2.6.A.01,2012,FEMALE,17.827,2.0,24174.060762,12.61,-0.01,17.935
Z2.6.A.01,2012,MALE,4.902,1.0,24656.806805,4.9,-5.52,31.937
Z2.6.A.01,2013,BOTH,25.986,5.0,52501.711377,11.63,0.26,23.005
Z2.6.A.01,2013,FEMALE,18.877,2.0,26063.413282,13.36,0.16,16.695
Z2.6.A.01,2013,MALE,32.041,3.0,26438.298095,18.5,0.06,30.956
Z2.6.A.01,2014,BOTH,13.304,3.0,56644.282183,7.72,-1.36,23.783
Z2.6.A.01,2014,FEMALE,8.003,1.0,28150.796539,8.0,-1.14,17.13
Z2.6.A.01,2014,MALE,17.732,2.0,28493.485644,12.61,-1.16,32.318
Z2.6.A.01,2015,BOTH,23.899,7.0,60252.629938,9.46,-0.09,24.775
Z2.6.A.01,2015,FEMALE,21.638,4.0,29864.829873,11.23,0.33,17.915
Z2.6.A.01,2015,MALE,24.927,3.0,30387.800065,14.49,-0.58,33.338
Z2.6.A.01,2016,BOTH,30.923,9.0,63255.114039,10.81,0.12,29.627
Z2.6.A.01,2016,FEMALE,25.429,4.0,31528.678731,13.03,0.33,21.156
Z2.6.A.01,2016,MALE,31.742,5.0,31726.435308,14.9,-0.59,40.467
Z2.6.A.01,2017,BOTH,40.409,13.0,66571.96412,11.73,0.94,29.394
Z2.6.A.01,2017,FEMALE,30.274,5.0,33249.902704,13.96,0.63,21.429
Z2.6.A.01,2017,MALE,60.984,8.0,33322.061415,24.19,0.88,39.596
