Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z4.7.A.01,2017,MALE,23.764,1.0,11761.788653,23.76,-0.67,39.596
Z4.7.A.01,2018,BOTH,44.473,5.0,24214.085266,20.78,0.75,28.824
Z4.7.A.01,2018,FEMALE,33.175,2.0,12074.503533,24.34,0.52,20.429
Z4.7.A.01,2018,MALE,56.334,3.0,12139.581734,34.32,0.5,39.03
Z4.7.A.01,2019,BOTH,22.584,4.0,24991.142059,11.56,-0.57,29.181
Z4.7.A.01,2019,FEMALE,19.422,2.0,12469.47485,13.83,-0.18,21.923
Z4.7.A.01,2019,MALE,25.164,2.0,12521.667209,18.04,-0.72,38.16
Z4.7.A.01,2020,BOTH,33.379,6.0,25764.153518,14.75,0.45,26.747
Z4.7.A.01,2020,FEMALE,47.705,4.0,12867.350684,25.12,1.2,17.548
Z4.7.A.01,2020,MALE,16.641,2.0,12896.802834,11.81,-1.8,37.939
Z4.7.A.02,2004,BOTH,23.562,4.0,26469.229488,11.8,-0.05,24.141
Z4.7.A.02,2004,FEMALE,43.138,4.0,13040.918178,21.71,1.19,17.354
Z4.7.A.02,2004,MALE,0.0,0.0,13428.31131,14.89,-2.27,33.816
Z4.7.A.02,2005,BOTH,29.637,6.0,27575.647603,12.17,0.39,24.936
Z4.7.A.02,2005,FEMALE,15.343,2.0,13598.600881,10.85,-0.14,16.865
Z4.7.A.02,2005,MALE,44.677,4.0,13977.046722,22.85,0.4,35.595
Z4.7.A.02,2006,BOTH,14.516,3.0,28559.775429,8.38,-1.16,24.209
Z4.7.A.02,2006,FEMALE,9.78,1.0,13991.719607,9.78,-0.94,18.961
Z4.7.A.02,2006,MALE,27.099,2.0,14568.055822,19.97,-0.22,31.565
Z4.7.A.02,2007,BOTH,19.586,4.0,29660.599945,9.8,-0.51,24.627
Z4.7.A.02,2007,FEMALE,7.714,1.0,14514.318638,7.71,-1.37,18.289
Z4.7.A.02,2007,MALE,30.358,3.0,15146.281307,17.53,-0.16,33.082
Z4.7.A.02,2008,BOTH,27.084,6.0,30713.520779,11.06,0.44,22.229
Z4.7.A.02,2008,FEMALE,20.596,3.0,15028.226674,11.95,0.4,15.812
Z4.7.A.02,2008,MALE,34.852,3.0,15685.294106,20.59,0.21,30.599
Z4.7.A.02,2009,BOTH,30.162,7.0,32127.863353,11.42,0.43,25.195
Z4.7.A.02,2009,FEMALE,41.797,5.0,15759.686362,18.71,1.23,18.837
Z4.7.A.02,2009,MALE,16.018,2.0,16368.176991,11.33,-1.55,33.61
Z4.7.A.02,2010,BOTH,15.995,4.0,33268.467504,8.0,-1.15,25.232
Z4.7.A.02,2010,FEMALE,5.605,1.0,16310.973627,5.61,-2.11,17.428
Z4.7.A.02,2010,MALE,25.457,3.0,16957.493877,14.73,-0.67,35.286
Z4.7.A.02,2011,BOTH,23.335,6.0,34413.480402,9.55,-0.23,25.488
Z4.7.A.02,2011,FEMALE,12.538,2.0,16937.650585,8.95,-0.68,18.587
Z4.7.A.02,2011,MALE,39.422,4.0,17475.829818,19.88,0.27,34.139
Z4.7.A.02,2012,BOTH,24.095,6.0,35051.125317,9.87,-0.01,24.154
Z4.7.A.02,2012,FEMALE,15.105,2.0,17205.902167,10.69,-0.26,17.935
Z4.7.A.02,2012,MALE,38.064,4.0,17845.22315,19.19,0.32,31.937
Z4.7.A.02,2013,BOTH,24.362,7.0,36477.142998,9.25,0.15,23.005
Z4.7.A.02,2013,FEMALE,19.702,3.0,17883.662579,11.5,0.26,16.695
Z4.7.A.02,2013,MALE,29.745,4.0,18593.480419,15.14,-0.08,30.956
Z4.7.A.02,2014,BOTH,36.651,11.0,37933.457751,11.14,1.15,23.783
Z4.7.A.02,2014,FEMALE,25.882,4.0,18620.810991,12.96,0.68,17.13
Z4.7.A.02,2014,MALE,50.163,7.0,19312.64676,19.31,0.92,32.318
Z4.7.A.02,2015,BOTH,16.97,5.0,39066.361027,7.66,-1.02,24.775
Z4.7.A.02,2015,FEMALE,5.588,1.0,19252.775441,5.59,-2.21,17.915
Z4.7.A.02,2015,MALE,31.644,4.0,19813.585586,16.16,-0.1,33.338
Z4.7.A.02,2016,BOTH,26.235,8.0,39957.732173,9.33,-0.36,29.627
Z4.7.A.02,2016,FEMALE,29.822,5.0,19821.45424,13.34,0.65,21.156
Z4.7.A.02,2016,MALE,24.975,3.0,20136.277934,14.46,-1.07,40.467
Z4.7.A.02,2017,BOTH,24.588,8.0,40655.66905,8.92,-0.54,29.394
Z4.7.A.02,2017,FEMALE,6.485,1.0,20164.537609,6.49,-2.3,21.429
Z4.7.A.02,2017,MALE,45.706,7.0,20491.131441,18.08,0.34,39.596
Z4.7.A.02,2018,BOTH,33.9,11.0,41480.39959,10.24,0.5,28.824
Z4.7.A.02,2018,FEMALE,21.078,4.0,20638.288456,10.56,0.06,20.429
Z4.7.A.02,2018,MALE,53.628,7.0,20842.111134,20.4,0.72,39.03
Z4.7.A.02,2019,BOTH,25.71,10.0,41974.250098,8.18,-0.42,29.181
Z4.7.A.02,2019,FEMALE,19.561,4.0,20940.275823,9.81,-0.24,21.923
Z4.7.A.02,2019,MALE,33.553,6.0,21033.974275,14.04,-0.33,38.16
Z4.7.A.02,2020,BOTH,20.158,9.0,42945.32366,6.74,-0.98,26.747
Z4.7.A.02,2020,FEMALE,21.986,5.0,21469.864766,9.87,0.45,17.548
Z4.7.A.02,2020,MALE,18.096,4.0,21475.458894,9.05,-2.19,37.939
Z4.7.A.03,2004,BOTH,61.452,4.0,8627.6012305,31.39,1.19,24.141
Z4.7.A.03,2004,FEMALE,52.78,2.0,4164.9734178,37.32,0.95,17.354
Z4.7.A.03,2004,MALE,71.385,2.0,4462.6278127,53.3,0.7,33.816
Z4.7.A.03,2005,BOTH,25.924,2.0,8714.0904489,18.36,0.05,24.936
Z4.7.A.03,2005,FEMALE,27.5,1.0,4181.3775396,27.5,0.39,16.865
Z4.7.A.03,2005,MALE,27.975,1.0,4532.7129092,27.98,-0.27,35.595
Z4.7.A.03,2006,BOTH,25.215,2.0,8793.4791258,17.83,0.06,24.209
Z4.7.A.03,2006,FEMALE,23.443,1.0,4187.349996,23.44,0.19,18.961
Z4.7.A.03,2006,MALE,23.985,1.0,4606.1291298,23.99,-0.32,31.565
Z4.7.A.03,2007,BOTH,0.0,0.0,8937.1709626,22.37,-1.1,24.627
Z4.7.A.03,2007,FEMALE,0.0,0.0,4241.5157011,47.11,-0.39,18.289
Z4.7.A.03,2007,MALE,0.0,0.0,4695.6552615,42.56,-0.78,33.082
Z4.7.A.03,2008,BOTH,11.882,1.0,9032.8888231,11.88,-0.87,22.229
Z4.7.A.03,2008,FEMALE,0.0,0.0,4300.5917741,46.46,-0.34,15.812
Z4.7.A.03,2008,MALE,22.913,1.0,4732.297049,22.91,-0.34,30.599
Z4.7.A.03,2009,BOTH,31.004,2.0,9086.5124111,22.0,0.26,25.195
Z4.7.A.03,2009,FEMALE,29.093,1.0,4276.1268211,29.09,0.35,18.837
Z4.7.A.03,2009,MALE,29.913,1.0,4810.3855901,29.91,-0.12,33.61
Z4.7.A.03,2010,BOTH,21.769,2.0,9024.4916477,15.43,-0.22,25.232
Z4.7.A.03,2010,FEMALE,23.453,1.0,4310.5173599,23.45,0.26,17.428
Z4.7.A.03,2010,MALE,19.222,1.0,4713.9742878,19.22,-0.84,35.286
Z4.7.A.03,2011,BOTH,27.613,2.0,9032.2825667,19.65,0.11,25.488
Z4.7.A.03,2011,FEMALE,29.675,1.0,4326.6638967,29.67,0.37,18.587
Z4.7.A.03,2011,MALE,22.559,1.0,4705.61867,22.56,-0.51,34.139
Z4.7.A.03,2012,BOTH,11.679,1.0,8979.1582652,11.68,-1.07,24.154
Z4.7.A.03,2012,FEMALE,0.0,0.0,4322.7247773,46.22,-0.39,17.935
Z4.7.A.03,2012,MALE,23.38,1.0,4656.4334879,23.38,-0.37,31.937
Z4.7.A.03,2013,BOTH,0.0,0.0,9028.5739312,22.14,-1.04,23.005
Z4.7.A.03,2013,FEMALE,0.0,0.0,4318.4089459,46.27,-0.36,16.695
Z4.7.A.03,2013,MALE,0.0,0.0,4710.1649853,42.43,-0.73,30.956
Z4.7.A.03,2014,BOTH,11.912,1.0,8980.3977658,11.91,-1.0,23.783
Z4.7.A.03,2014,FEMALE,0.0,0.0,4309.864299,46.36,-0.37,17.13
Z4.7.A.03,2014,MALE,22.923,1.0,4670.5334668,22.92,-0.41,32.318
Z4.7.A.03,2015,BOTH,11.299,1.0,9004.6118971,11.3,-1.19,24.775
Z4.7.A.03,2015,FEMALE,0.0,0.0,4345.0862684,45.99,-0.39,17.915
Z4.7.A.03,2015,MALE,22.189,1.0,4659.5256287,22.19,-0.5,33.338
Z4.7.A.03,2016,BOTH,20.256,2.0,9014.8552787,14.4,-0.65,29.627
Z4.7.A.03,2016,FEMALE,18.205,1.0,4380.7942047,18.21,-0.16,21.156
Z4.7.A.03,2016,MALE,21.347,1.0,4634.0610741,21.35,-0.9,40.467
Z4.7.A.03,2017,BOTH,29.694,2.0,9108.4530985,21.03,0.01,29.394
Z4.7.A.03,2017,FEMALE,53.035,2.0,4417.2048191,37.62,0.84,21.429
Z4.7.A.03,2017,MALE,0.0,0.0,4691.2482794,42.6,-0.93,39.596
Z4.7.A.03,2018,BOTH,12.713,1.0,9132.0606999,12.71,-1.27,28.824
Z4.7.A.03,2018,FEMALE,0.0,0.0,4410.2933283,45.31,-0.45,20.429
Z4.7.A.03,2018,MALE,25.749,1.0,4721.7673716,25.75,-0.52,39.03
Z4.7.A.03,2019,BOTH,35.924,4.0,9158.9318012,18.61,0.36,29.181
Z4.7.A.03,2019,FEMALE,42.526,2.0,4460.0371353,30.89,0.67,21.923
Z4.7.A.03,2019,MALE,31.323,2.0,4698.894666,22.15,-0.31,38.16
Z4.7.A.03,2020,BOTH,67.155,7.0,9075.8221939,26.52,1.52,26.747
Z4.7.A.03,2020,FEMALE,31.317,2.0,4386.1958301,22.15,0.62,17.548
Z4.7.A.03,2020,MALE,112.035,5.0,4689.6263638,53.25,1.39,37.939
Z4.8.A.01,2004,BOTH,27.268,7.0,38976.958254,10.45,0.3,24.141
Z4.8.A.01,2004,FEMALE,22.987,3.0,19130.576431,13.28,0.42,17.354
Z4.8.A.01,2004,MALE,32.111,4.0,19846.381823,16.91,-0.1,33.816
Z4.8.A.01,2005,BOTH,25.643,7.0,40384.150597,9.85,0.07,24.936
Z4.8.A.01,2005,FEMALE,14.684,2.0,19884.333862,10.38,-0.21,16.865
Z4.8.A.01,2005,MALE,38.696,5.0,20499.816735,17.99,0.17,35.595
Z4.8.A.01,2006,BOTH,3.667,1.0,42209.990267,3.67,-5.6,24.209
Z4.8.A.01,2006,FEMALE,0.0,0.0,20687.949552,9.67,-1.96,18.961
Z4.8.A.01,2006,MALE,7.177,1.0,21522.040715,7.18,-3.4,31.565
Z4.8.A.01,2007,BOTH,16.983,5.0,43817.8223,7.76,-0.99,24.627
Z4.8.A.01,2007,FEMALE,0.0,0.0,21494.583064,9.3,-1.97,18.289
Z4.8.A.01,2007,MALE,41.439,5.0,22323.239236,20.11,0.42,33.082
Z4.8.A.01,2008,BOTH,30.71,10.0,45674.448466,9.81,0.86,22.229
Z4.8.A.01,2008,FEMALE,18.361,3.0,22478.051619,10.62,0.24,15.812
Z4.8.A.01,2008,MALE,44.148,7.0,23196.396847,17.08,0.79,30.599
Z4.8.A.01,2009,BOTH,21.427,7.0,47304.158779,8.31,-0.45,25.195
Z4.8.A.01,2009,FEMALE,14.956,3.0,23356.620867,8.74,-0.44,18.837
Z4.8.A.01,2009,MALE,27.969,4.0,23947.537912,14.33,-0.39,33.61
Z4.8.A.01,2010,BOTH,19.186,7.0,48639.353391,7.38,-0.82,25.232
Z4.8.A.01,2010,FEMALE,9.393,2.0,24093.73704,6.69,-1.2,17.428
Z4.8.A.01,2010,MALE,30.48,5.0,24545.616351,13.99,-0.34,35.286
Z4.8.A.01,2011,BOTH,22.58,8.0,49737.195882,8.07,-0.36,25.488
Z4.8.A.01,2011,FEMALE,5.736,1.0,24734.866477,5.74,-2.24,18.587
Z4.8.A.01,2011,MALE,41.557,7.0,25002.329405,16.12,0.46,34.139
Z4.8.A.01,2012,BOTH,17.107,6.0,51361.007941,7.08,-1.0,24.154
Z4.8.A.01,2012,FEMALE,15.166,3.0,25561.225201,8.86,-0.31,17.935
Z4.8.A.01,2012,MALE,20.017,3.0,25799.78274,11.63,-1.02,31.937
Z4.8.A.01,2013,BOTH,21.475,9.0,53418.781922,7.24,-0.21,23.005
Z4.8.A.01,2013,FEMALE,8.866,2.0,26620.872416,6.32,-1.24,16.695
Z4.8.A.01,2013,MALE,34.95,7.0,26797.909506,13.43,0.3,30.956
Z4.8.A.01,2014,BOTH,21.263,8.0,55494.814679,7.58,-0.33,23.783
Z4.8.A.01,2014,FEMALE,14.226,3.0,27748.064668,8.23,-0.35,17.13
Z4.8.A.01,2014,MALE,26.658,5.0,27746.750011,12.07,-0.47,32.318
Z4.8.A.01,2015,BOTH,37.026,17.0,57857.034184,9.13,1.34,24.775
Z4.8.A.01,2015,FEMALE,24.98,6.0,28925.807378,10.31,0.69,17.915
Z4.8.A.01,2015,MALE,54.16,11.0,28931.226805,17.23,1.21,33.338
Z4.8.A.01,2016,BOTH,30.01,13.0,59555.347477,8.41,0.05,29.627
Z4.8.A.01,2016,FEMALE,21.078,5.0,29895.318653,9.5,-0.01,21.156
Z4.8.A.01,2016,MALE,41.692,8.0,29660.028824,15.09,0.08,40.467
Z4.8.A.01,2017,BOTH,34.764,17.0,55918.748158,8.48,0.63,29.394
Z4.8.A.01,2017,FEMALE,15.495,4.0,28121.161175,7.8,-0.76,21.429
Z4.8.A.01,2017,MALE,57.475,13.0,27797.586984,16.25,1.1,39.596
Z4.8.A.01,2018,BOTH,13.547,6.0,56546.545381,5.56,-2.75,28.824
Z4.8.A.01,2018,FEMALE,16.455,4.0,28471.915602,8.26,-0.48,20.429
Z4.8.A.01,2018,MALE,8.43,2.0,28074.629779,5.96,-5.13,39.03
Z4.8.A.01,2019,BOTH,28.442,15.0,57075.464905,7.42,-0.1,29.181
Z4.8.A.01,2019,FEMALE,19.539,5.0,28852.20707,8.82,-0.27,21.923
Z4.8.A.01,2019,MALE,40.449,10.0,28223.257835,13.11,0.17,38.16
Z4.8.A.01,2020,BOTH,22.859,12.0,57741.104897,6.72,-0.58,26.747
Z4.8.A.01,2020,FEMALE,10.211,3.0,29229.027338,5.98,-1.23,17.548
Z4.8.A.01,2020,MALE,37.693,9.0,28512.077559,12.79,-0.02,37.939
Z4.8.B.02,2004,BOTH,13.927,3.0,26431.29773,8.06,-1.27,24.141
Z4.8.B.02,2004,FEMALE,0.0,0.0,12692.335424,15.75,-1.1,17.354
Z4.8.B.02,2004,MALE,25.789,3.0,13738.962306,14.9,-0.54,33.816
Z4.8.B.02,2005,BOTH,9.471,2.0,26885.592963,6.7,-2.31,24.936
Z4.8.B.02,2005,FEMALE,10.561,1.0,12919.659705,10.56,-0.6,16.865
Z4.8.B.02,2005,MALE,8.585,1.0,13965.933258,8.59,-3.15,35.595
Z4.8.B.02,2006,BOTH,24.554,5.0,27342.176545,11.14,0.03,24.209
Z4.8.B.02,2006,FEMALE,19.823,2.0,13066.196599,14.02,0.06,18.961
Z4.8.B.02,2006,MALE,28.837,3.0,14275.979946,16.88,-0.16,31.565
Z4.8.B.02,2007,BOTH,8.454,2.0,27846.113642,5.99,-2.7,24.627
Z4.8.B.02,2007,FEMALE,0.0,0.0,13299.409906,15.03,-1.22,18.289
Z4.8.B.02,2007,MALE,15.852,2.0,14546.703736,11.22,-1.54,33.082
Z4.8.B.02,2008,BOTH,10.537,2.0,28287.351341,7.45,-1.57,22.229
Z4.8.B.02,2008,FEMALE,0.0,0.0,13533.37513,14.77,-1.07,15.812
Z4.8.B.02,2008,MALE,19.01,2.0,14753.976211,13.44,-0.86,30.599
Z4.8.B.02,2009,BOTH,18.836,4.0,28292.134886,9.86,-0.65,25.195
Z4.8.B.02,2009,FEMALE,0.0,0.0,13549.739641,14.76,-1.28,18.837
Z4.8.B.02,2009,MALE,36.204,4.0,14742.395245,19.06,0.14,33.61
Z4.8.B.02,2010,BOTH,15.945,2.0,28277.705253,11.42,-0.81,25.232
Z4.8.B.02,2010,FEMALE,0.0,0.0,13589.032155,14.71,-1.18,17.428
Z4.8.B.02,2010,MALE,37.375,2.0,14688.673098,27.37,0.08,35.286
Z4.8.B.02,2011,BOTH,41.076,8.0,28600.773184,15.98,0.98,25.488
Z4.8.B.02,2011,FEMALE,16.478,2.0,13742.546734,11.84,-0.18,18.587
Z4.8.B.02,2011,MALE,70.725,6.0,14858.226449,33.36,1.1,34.139
Z4.8.B.02,2012,BOTH,11.682,3.0,28315.735627,6.8,-1.83,24.154
Z4.8.B.02,2012,FEMALE,0.0,0.0,13623.233296,14.68,-1.22,17.935
Z4.8.B.02,2012,MALE,22.001,3.0,14692.50233,12.79,-0.78,31.937
Z4.8.B.02,2013,BOTH,27.634,6.0,28669.78969,12.17,0.38,23.005
Z4.8.B.02,2013,FEMALE,27.431,3.0,13713.072575,16.67,0.64,16.695
Z4.8.B.02,2013,MALE,31.639,3.0,14956.717115,21.25,0.03,30.956
Z4.8.B.02,2014,BOTH,13.545,4.0,28946.844156,6.88,-1.49,23.783
Z4.8.B.02,2014,FEMALE,16.214,2.0,13961.706362,11.82,-0.08,17.13
Z4.8.B.02,2014,MALE,11.891,2.0,14985.137794,8.42,-2.43,32.318
Z4.8.B.02,2015,BOTH,23.894,5.0,28766.041799,11.34,-0.08,24.775
Z4.8.B.02,2015,FEMALE,9.754,1.0,13910.856884,9.75,-0.84,17.915
Z4.8.B.02,2015,MALE,39.738,4.0,14855.184916,22.04,0.29,33.338
Z4.8.B.02,2016,BOTH,16.552,4.0,29026.175242,8.47,-1.54,29.627
Z4.8.B.02,2016,FEMALE,9.033,1.0,14049.774719,9.03,-1.34,21.156
Z4.8.B.02,2016,MALE,23.428,3.0,14976.400523,13.96,-1.22,40.467
Z4.8.B.02,2017,BOTH,11.982,4.0,34906.955604,6.22,-2.8,29.394
Z4.8.B.02,2017,FEMALE,0.0,0.0,16962.686074,11.79,-1.82,21.429
Z4.8.B.02,2017,MALE,22.668,4.0,17944.269529,11.71,-1.45,39.596
Z4.8.B.02,2018,BOTH,18.915,6.0,36120.841239,8.69,-1.14,28.824
Z4.8.B.02,2018,FEMALE,12.794,3.0,17585.675818,7.39,-1.03,20.429
Z4.8.B.02,2018,MALE,25.536,3.0,18535.165422,16.34,-0.83,39.03
Z4.8.B.02,2019,BOTH,19.328,7.0,36572.172245,7.9,-1.25,29.181
Z4.8.B.02,2019,FEMALE,10.119,2.0,17793.746992,7.22,-1.63,21.923
Z4.8.B.02,2019,MALE,29.134,5.0,18778.425253,14.6,-0.62,38.16
Z4.8.B.02,2020,BOTH,30.314,9.0,36687.76381,10.81,0.33,26.747
Z4.8.B.02,2020,FEMALE,5.611,1.0,17862.789603,5.61,-2.13,17.548
Z4.8.B.02,2020,MALE,54.492,8.0,18824.974207,20.86,0.79,37.939
Z4.9.A.01,2004,BOTH,19.629,6.0,60782.775987,8.1,-0.56,24.141
Z4.9.A.01,2004,FEMALE,15.739,3.0,30619.254062,9.09,-0.18,17.354
Z4.9.A.01,2004,MALE,28.587,3.0,30163.521925,17.46,-0.3,33.816
Z4.9.A.01,2005,BOTH,22.377,9.0,61981.626311,7.48,-0.34,24.936
Z4.9.A.01,2005,FEMALE,18.428,4.0,31089.990562,9.22,0.17,16.865
Z4.9.A.01,2005,MALE,26.599,5.0,30891.635749,11.94,-0.75,35.595
Z4.9.A.01,2006,BOTH,20.859,8.0,63286.845638,7.55,-0.44,24.209
Z4.9.A.01,2006,FEMALE,13.53,3.0,31709.37477,7.82,-0.69,18.961
Z4.9.A.01,2006,MALE,29.967,5.0,31577.470869,14.66,-0.11,31.565
Z4.9.A.01,2007,BOTH,20.325,9.0,63989.381715,6.84,-0.63,24.627
Z4.9.A.01,2007,FEMALE,25.945,6.0,31987.858895,10.61,0.72,18.289
Z4.9.A.01,2007,MALE,12.334,3.0,32001.52282,7.22,-2.87,33.082
Z4.9.A.01,2008,BOTH,21.37,10.0,64933.093884,6.86,-0.13,22.229
Z4.9.A.01,2008,FEMALE,11.435,3.0,32447.723409,6.6,-0.66,15.812
Z4.9.A.01,2008,MALE,33.018,7.0,32485.370475,13.15,0.18,30.599
Z4.9.A.01,2009,BOTH,25.398,13.0,68034.725047,7.18,0.03,25.195
Z4.9.A.01,2009,FEMALE,21.964,6.0,34080.623095,9.04,0.35,18.837
Z4.9.A.01,2009,MALE,31.217,7.0,33954.101951,12.65,-0.19,33.61
Z4.9.A.01,2010,BOTH,29.691,15.0,66049.456875,7.72,0.58,25.232
Z4.9.A.01,2010,FEMALE,17.904,5.0,33183.849028,8.03,0.06,17.428
Z4.9.A.01,2010,MALE,45.211,10.0,32865.607846,14.83,0.67,35.286
Z4.9.A.01,2011,BOTH,44.006,24.0,65049.543429,9.06,2.04,25.488
Z4.9.A.01,2011,FEMALE,45.074,14.0,32815.672404,12.1,2.19,18.587
Z4.9.A.01,2011,MALE,46.16,10.0,32233.871025,15.18,0.79,34.139
Z4.9.A.01,2012,BOTH,44.894,24.0,65153.785081,9.23,2.25,24.154
Z4.9.A.01,2012,FEMALE,35.68,11.0,32865.246819,10.84,1.64,17.935
Z4.9.A.01,2012,MALE,52.317,13.0,32288.538263,14.75,1.38,31.937
Z4.9.A.01,2013,BOTH,16.89,10.0,65370.893668,5.38,-1.14,23.005
Z4.9.A.01,2013,FEMALE,15.456,5.0,33002.149693,6.94,-0.18,16.695
Z4.9.A.01,2013,MALE,20.15,5.0,32368.743975,9.35,-1.16,30.956
Z4.9.A.01,2014,BOTH,34.652,21.0,65862.503509,7.63,1.43,23.783
Z4.9.A.01,2014,FEMALE,30.823,10.0,33292.922553,9.8,1.4,17.13
Z4.9.A.01,2014,MALE,43.552,11.0,32569.580957,13.54,0.83,32.318
Z4.9.A.01,2015,BOTH,25.998,16.0,66540.140347,6.54,0.19,24.775
Z4.9.A.01,2015,FEMALE,17.631,6.0,33696.890486,7.23,-0.04,17.915
Z4.9.A.01,2015,MALE,41.763,10.0,32843.249861,13.57,0.62,33.338
Z4.9.A.01,2016,BOTH,46.975,29.0,67143.03173,8.77,1.98,29.627
Z4.9.A.01,2016,FEMALE,36.6,13.0,34110.183188,10.21,1.51,21.156
Z4.9.A.01,2016,MALE,62.225,16.0,33032.848543,15.73,1.38,40.467
Z4.9.A.01,2017,BOTH,34.428,24.0,67400.917041,7.07,0.71,29.394
Z4.9.A.01,2017,FEMALE,23.981,9.0,34311.857254,8.04,0.32,21.429
Z4.9.A.01,2017,MALE,49.622,15.0,33089.059787,13.08,0.77,39.596
Z4.9.A.01,2018,BOTH,22.953,17.0,68045.868763,5.61,-1.05,28.824
Z4.9.A.01,2018,FEMALE,17.257,7.0,34731.614885,6.55,-0.48,20.429
Z4.9.A.01,2018,MALE,30.643,10.0,33314.253877,9.85,-0.85,39.03
Z4.9.A.01,2019,BOTH,24.199,18.0,68667.74016,5.77,-0.86,29.181
Z4.9.A.01,2019,FEMALE,15.593,7.0,35094.641714,5.94,-1.07,21.923
Z4.9.A.01,2019,MALE,35.082,11.0,33573.098446,10.72,-0.29,38.16
Z4.9.A.01,2020,BOTH,30.113,25.0,69416.326531,6.09,0.55,26.747
Z4.9.A.01,2020,FEMALE,11.901,5.0,35541.050756,5.46,-1.03,17.548
Z4.9.A.01,2020,MALE,55.524,20.0,33875.275775,12.67,1.39,37.939
Z5.1.A.01,2004,BOTH,0.0,0.0,4452.0594234,44.88,-0.54,24.141
Z5.1.A.01,2004,FEMALE,0.0,0.0,2090.3961419,95.49,-0.18,17.354
Z5.1.A.01,2004,MALE,0.0,0.0,2361.6632815,84.54,-0.4,33.816
Z5.1.A.01,2005,BOTH,24.495,1.0,4444.4324679,24.5,-0.02,24.936
Z5.1.A.01,2005,FEMALE,0.0,0.0,2083.1812859,95.82,-0.18,16.865
Z5.1.A.01,2005,MALE,39.613,1.0,2361.251182,39.61,0.1,35.595
Z5.1.A.01,2006,BOTH,0.0,0.0,4469.3216548,44.71,-0.54,24.209
Z5.1.A.01,2006,FEMALE,0.0,0.0,2123.7134843,94.0,-0.2,18.961
Z5.1.A.01,2006,MALE,0.0,0.0,2345.6081705,85.12,-0.37,31.565
Z5.1.A.01,2007,BOTH,51.763,1.0,4580.7525943,51.76,0.52,24.627
Z5.1.A.01,2007,FEMALE,112.827,1.0,2186.0062059,112.83,0.84,18.289
Z5.1.A.01,2007,MALE,0.0,0.0,2394.7463884,83.38,-0.4,33.082
Z5.1.A.01,2008,BOTH,114.787,2.0,4805.3503547,81.26,1.14,22.229
Z5.1.A.01,2008,FEMALE,187.478,2.0,2280.6345156,133.32,1.29,15.812
Z5.1.A.01,2008,MALE,0.0,0.0,2524.7158391,79.09,-0.39,30.599
Z5.1.A.01,2009,BOTH,0.0,0.0,4945.0261096,40.41,-0.62,25.195
Z5.1.A.01,2009,FEMALE,0.0,0.0,2347.1159551,85.07,-0.22,18.837
Z5.1.A.01,2009,MALE,0.0,0.0,2597.9101545,76.87,-0.44,33.61
Z5.1.A.01,2010,BOTH,40.56,1.0,4988.5550468,40.56,0.38,25.232
Z5.1.A.01,2010,FEMALE,0.0,0.0,2372.0960321,84.17,-0.21,17.428
Z5.1.A.01,2010,MALE,66.242,1.0,2616.4590147,66.24,0.47,35.286
Z5.1.A.01,2011,BOTH,37.403,1.0,5066.439437,37.4,0.32,25.488
Z5.1.A.01,2011,FEMALE,0.0,0.0,2405.1974635,83.02,-0.22,18.587
Z5.1.A.01,2011,MALE,80.626,1.0,2661.2419735,80.63,0.58,34.139
Z5.1.A.01,2012,BOTH,0.0,0.0,5219.3995013,38.29,-0.63,24.154
Z5.1.A.01,2012,FEMALE,0.0,0.0,2471.7143969,80.78,-0.22,17.935
Z5.1.A.01,2012,MALE,0.0,0.0,2747.6851044,72.68,-0.44,31.937
Z5.1.A.01,2013,BOTH,0.0,0.0,5249.5781483,38.07,-0.6,23.005
Z5.1.A.01,2013,FEMALE,0.0,0.0,2479.9333891,80.52,-0.21,16.695
Z5.1.A.01,2013,MALE,0.0,0.0,2769.6447592,72.11,-0.43,30.956
Z5.1.A.01,2014,BOTH,39.892,1.0,5370.3867293,39.89,0.4,23.783
Z5.1.A.01,2014,FEMALE,0.0,0.0,2534.7018773,78.78,-0.22,17.13
Z5.1.A.01,2014,MALE,68.962,1.0,2835.684852,68.96,0.53,32.318
Z5.1.A.01,2015,BOTH,19.043,1.0,5278.9098822,19.04,-0.3,24.775
Z5.1.A.01,2015,FEMALE,38.996,1.0,2515.8303756,39.0,0.54,17.915
Z5.1.A.01,2015,MALE,0.0,0.0,2763.0795066,72.28,-0.46,33.338
Z5.1.A.01,2016,BOTH,25.597,1.0,5320.0253828,25.6,-0.16,29.627
Z5.1.A.01,2016,FEMALE,0.0,0.0,2545.363521,78.45,-0.27,21.156
Z5.1.A.01,2016,MALE,45.139,1.0,2774.6618618,45.14,0.1,40.467
Z5.1.A.01,2017,BOTH,0.0,0.0,5447.8084391,36.69,-0.8,29.394
Z5.1.A.01,2017,FEMALE,0.0,0.0,2607.5716977,76.58,-0.28,21.429
Z5.1.A.01,2017,MALE,0.0,0.0,2840.2367414,70.32,-0.56,39.596
Z5.1.A.01,2018,BOTH,0.0,0.0,5553.4863116,35.99,-0.8,28.824
Z5.1.A.01,2018,FEMALE,0.0,0.0,2643.3791267,75.55,-0.27,20.429
Z5.1.A.01,2018,MALE,0.0,0.0,2910.1071849,68.63,-0.57,39.03
